objectId,gmag,rmag,g_minus_r,jd_g_minus_r,jdmin,ramean,decmean,glatmean,dmdt_g,mag_g02,mag_g08,mag_g28,maggmax,maggmean,maggmin,mag_r02,mag_r08,mag_r28,dmdt_r,magrmax,magrmin,distpsnr1,dmdt_g_err,dmdt_r_err,sgmag1,srmag1,classification,catalogue_object_id,separationArcsec,northSeparationArcsec,eastSeparationArcsec,physical_separation_kpc,distance,classificationReliability,major_axis_arcsec,tns_name,type,ra,decl,galactic_plane,g_r_days_from_fl,z,source_label
ZTF24abptgtf,18.2189,18.0579,0.161009,2460624.8724074,2460616.8993056,69.0434424142857,4.223278414285715,-27.41152418724039,0.112221,18.3326,18.7182,19.0531,19.2609,18.6066,18.2189,18.1262,18.5136,18.8647,0.0781172,19.0828,18.0579,14.9507,0.0527418,0.0446728,20.5367,19.5046,SN,04360979+0413124,14.79,-11.3962,-9.4272,0.0,0.0,2.0,0.0,2024aaaa,SN Ia,69.0433904077,4.22330141936,no,7.97310179984197,0.046,SN Ia
ZTF24absebmb,19.6499,19.217,-0.0977993,2460637.5905556,2460614.7345718,313.8474672764705,-5.681562794117647,-30.073396614285816,-0.0884993,19.6197,19.2307,18.8211,19.6499,18.7022,18.266,19.2094,18.9816,18.6912,-0.0724528,19.217,18.3938,2.39837,0.0395168,0.0164045,18.3157,17.6517,SN,2MASXJ20552336-0540513,2.258,2.2489,-0.202,0.0,0.0,2.0,0.0,2024zss,SN Ia,313.8474762,-5.6815917,no,22.8559837997891,0.079,SN Ia
ZTF24aboucqs,18.266,18.4316,-0.1278,2460622.5908681,2460610.6071296,313.8474704875,-5.68154415,-30.073390633097095,0.0286369,18.2941,18.5827,19.014,19.3417,18.5748,18.266,18.4314,18.4608,18.4842,-0.012729,18.4974,18.3938,2.3939,0.0630692,0.041995,18.3157,17.6517,SN,2MASXJ20552336-0540513,2.287,2.4984,0.0097,0.0,0.0,2.0,0.0,2024zss,SN Ia,313.8474762,-5.6815917,no,11.983738500159234,0.079,SN Ia
ZTF24abpynxw,19.4293,19.4241,0.1063,2460640.610544,2460619.6334144,318.091442375,-18.08010505625,-39.01953967692116,-0.111817,19.3469,19.0439,18.7554,19.4293,18.9661,18.5523,19.4036,19.2298,19.0729,-0.0254185,19.4241,18.7317,0.34575,0.0573082,0.0563231,20.1301,19.925,SN,86303180914684221,0.315,-0.09288,-0.30138,0.0,0.0,2.0,6.353,2024aanv,SN Ia,318.0914099,-18.0800951,no,20.977129600010812,0.09,SN Ia
ZTF24abpvane,19.2132,19.0197,0.115,2460624.8540046,2460614.9417477,78.00496847,-0.90147142,-22.40825199056701,0.164287,19.238,19.3343,19.4353,19.4979,19.3085,19.1249,19.0738,19.1111,19.4461,0.133731,19.79,18.7174,1.70953,0.199358,0.240077,18.6044,17.6811,SN,1237646585561416116,1.712,-1.318,-1.177,0.0,0.0,2.0,0.0,2024zwm,SN Ia,78.004908,-0.9017,no,9.91225690022111,0.09,SN Ia
ZTF24abpvqxe,20.2772,19.7139,0.8197,2460653.8269213,2460635.9094676,127.94702212999998,38.754265045,35.4304892517459,0.0207159,20.2851,19.9982,19.4739,20.3153,19.5981,19.0448,19.7123,19.5953,19.3148,-0.0253916,19.7139,18.8967,0.812343,0.183367,0.0270679,19.3272,18.8562,SN,1237657606425542876,0.55,-0.526,-0.159,0.0,0.0,2.0,9.453,2024zxx,SN Ia,127.947038548,38.7542342048,no,17.9174537002109,0.079,SN Ia
ZTF24abmksiy,20.4518,19.1236,1.3483,2460647.9476505,2460631.9285185,163.0220368,58.39627727500001,52.459620302189386,-0.134719,20.3561,20.1666,19.8042,20.4518,19.9774,19.3537,19.123,19.0686,18.8285,-0.0238536,19.1236,18.4607,0.666422,0.177626,0.0305518,20.3318,20.0922,SN,178071630215316502,0.674,0.65928,-0.13836,0.0,0.0,2.0,0.0,2024ydk,SN Ia,163.021935461,58.3962383865,no,16.019131999928504,0.054,SN Ia
ZTF24abokdhw,20.2119,19.0555,0.7029,2460641.0027546,2460621.0306366,154.27179439375,-2.14624006875,42.695234248053254,-0.0742093,20.2068,19.8798,18.9599,20.2119,18.7284,17.8806,19.0372,18.8923,18.547,-0.0307492,19.0555,18.11,1.77164,0.0230159,0.030051,20.7961,20.6716,SN,1237650804805599479,1.661,1.5391,0.6248,0.0,0.0,2.0,7.661,2024zrd,SN Ia,154.271792,-2.146239,no,19.97211799956858,0.067,SN Ia
ZTF24abnshco,18.8014,18.5177,0.283733,2460625.6023727,2460604.6215162,255.08593381333336,57.12900822666668,37.44969711823252,-0.136514,18.7006,18.6638,19.0259,19.4972,18.8138,18.4611,18.498,18.574,18.9937,-0.0228038,19.4888,18.4356,0.817133,0.081602,0.065643,20.4343,20.2238,SN,176552550862495400,0.89,-0.42169,0.78392,0.0,0.0,2.0,15.83,2024ywe,SN Ia,255.08592031,57.1290004332,no,20.980856500100344,0.086,SN Ia
ZTF24ablersy,20.7386,19.7983,0.9543,2460626.0029398,2460604.9943287,148.05777515,2.1799185666666667,40.41944822912978,-0.0584702,20.7385,20.6169,20.0553,20.7386,19.9136,19.3744,19.7962,19.7895,19.786,-0.00396838,19.7983,19.7825,8.2434,0.0225301,0.0732169,19.1136,18.4378,SN,2MASXJ09521370+0210559,8.265,8.2264,-2.4516,11.146,318.877,2.0,0.0,2024xec,SN Ia,148.05775,2.179881,no,21.008611099794507,0.070593,SN Ia
ZTF24abpzxep,19.1366,18.1241,0.791201,2460622.6084606,2460615.7290046,320.506934275,7.144821074999999,-28.859955931479952,-0.0716904,19.0764,18.9681,18.9839,19.1366,18.9035,18.6975,18.1411,18.3236,18.4905,0.00341763,18.5918,18.1241,3.05519,0.0679273,0.0556159,18.1318,17.43,SN,1237678854696337728,3.052,1.617,-2.911,0.0,0.0,2.0,0.0,2024zwb,SN Ia-91bg-like,320.5069249,7.1448642,no,6.8794559999369085,0.029,SN Ia
ZTF24abiwsvi,20.3214,19.637,0.8451,2460623.6188079,2460596.6528819,357.27031116176477,29.469323758823528,-31.46733134092212,-0.000388939,20.316,20.0642,19.3724,20.3214,19.3786,18.6229,19.5642,19.3373,18.9557,-0.0806159,19.637,18.4164,2.19898,0.149631,0.136967,20.4257,19.7803,SN,1237680332175966563,2.26,1.237,-1.891,0.0,0.0,2.0,7.502,2024wop,SN Ia-91T-like,357.270355559,29.4693578146,no,26.96592600038275,0.09,SN Ia
ZTF24abllowj,20.2235,19.9445,0.974998,2460614.9816898,2460614.9393634,84.20565124,-27.00897543,-27.431749542211463,-0.00382692,20.2235,20.2196,20.1842,20.2235,20.174,20.1244,19.9374,19.7948,19.509,-0.0347507,19.9445,19.1494,8.41503,0.0129385,0.0402233,19.8048,19.0791,SN,75580842072627320,8.36,-7.18257,4.2784,0.0,0.0,2.0,15.705,2024uqc,SN Ia,84.205708,-27.008939,no,0.0423264000564813,0.05,SN Ia
ZTF24ablmzkk,21.4787,21.5599,-0.0812035,2460708.9690394,2460707.8749306,150.74616646666666,2.3365392666666667,42.70720642331365,3.56662,21.35,21.2884,21.2699,21.6458,21.4648,21.262,21.5372,21.5353,21.5349,-0.894152,21.6368,21.5181,18.8582,5.6535,6.1614,-999.0,19.8484,SN,CGCG036-024,22.97,22.9698,0.0439,19.971,195.53,2.0,0.0,2024xom,SN Ia,150.746125,2.336469,no,1.0941087999381125,0.044167,SN Ia
ZTF18aaqcdyd,20.1599,19.5733,1.1825,2460627.9960417,2460616.006875,160.67163948000004,44.10325524666667,59.115998587177366,-450.908,19.9266,19.6607,19.3252,20.1599,19.6646,19.0851,19.5504,19.2807,18.9762,-0.12263,19.5733,18.7099,1.59984,653.534,0.0455311,19.1526,19.0241,SN,2MASSJ10424108+4406131,1.639,1.501,-1.256,0.0,0.0,2.0,0.0,2024xot,SN Ia,160.671542,44.103219,no,11.989166699815542,0.06,SN Ia
ZTF24abojcvc,20.9236,19.8117,1.3675,2460648.8745602,2460621.9164815,97.4321225,17.44590757,3.2332076511709795,-0.0593516,20.9218,20.6985,19.9305,20.9236,19.6853,18.9884,19.7059,19.417,19.0607,-0.126359,19.8117,18.668,4.21164,0.0262595,0.100507,-999.0,19.3139,SN,06294416+1726463,6.468,1.198,6.552,0.0,0.0,2.0,0.0,2024zca,SN Ia,97.432092,17.445919,yes,26.958078700117767,0.047,SN Ia
ZTF24ablnplh,19.8677,19.1722,0.783001,2460634.6382292,2460606.6363426,269.2130957647059,56.985076029411765,29.7859611390727,-0.0888146,19.7984,19.5597,19.0675,19.8677,19.201,18.4797,19.1353,19.0015,18.7461,-0.0433974,19.1722,18.4244,1.19797,0.210026,0.101427,20.6584,20.3429,SN,1237656565437760034,1.151,-0.85383,-0.77117,0.0,0.0,2.0,7.63,2024xhl,SN Ia,269.213042,56.9851,no,28.00188660016283,0.07,SN Ia
ZTF24abnpnbn,19.3792,20.0304,-0.1887,2460620.6873032,2460620.6100231,316.42289395,4.911010383333333,-26.82044796948668,-0.056489,19.3483,19.117,18.9352,19.3792,19.1008,18.8299,20.0304,19.9768,19.5949,-0.0384954,20.0304,19.0186,1.05269,0.0824265,0.0101437,21.9721,21.6907,SN,1237669697827636737,1.001,0.03846,1.09424,0.0,0.0,2.0,5.556,2024zdb,SN Ia,316.4229303,4.9110837,no,0.0772800999693572,0.09,SN Ia
ZTF24abnbcpd,19.7364,18.8938,1.0381,2460637.5872569,2460619.6324653,323.80168944545454,-21.63429367272727,-45.254124449052426,-0.0792047,19.6777,19.3515,18.8934,19.7364,19.1683,18.5202,18.8592,18.721,18.4336,-0.0644955,18.8938,18.1246,1.62962,0.101343,0.0475606,19.428,18.645,VS,21351244-2138027,0.867,0.4442,0.7446,0.0,0.0,2.0,0.0,2024yew,SN Ia,323.8016157,-21.6342967,no,17.95479159988463,0.08,SN Ia
ZTF24abqrmwa,20.7386,19.7825,0.9543,2460626.0029398,2460604.9943287,148.05777428,2.1799149,40.41944543415113,-0.0584702,20.7385,20.6169,20.0553,20.7386,19.9136,19.3744,19.7831,19.7839,19.7842,0.000916546,19.7843,19.7825,8.41184,0.0225301,0.132327,19.1136,18.4378,SN,2MASXJ09521370+0210559,8.435,8.316,-2.7081,11.375,318.877,2.0,0.0,2024xec,SN Ia,148.05775,2.179881,no,21.008611099794507,0.070593,SN Ia
ZTF24abmliep,20.4777,20.5171,0.907,2460627.9859838,2460618.944375,139.54494069000003,16.70460019,39.81620732208573,-0.104267,20.3917,20.0316,19.6516,20.4777,20.0452,19.3982,20.5093,20.287,19.7874,-0.0526302,20.5171,19.2539,0.927799,0.164518,0.0337105,-999.0,20.1426,AGN,SDSSJ091810.57+164217.2,2.782,0.682841,-2.83371,22.257,6607.2,2.0,9.992,2024ydt,SN Ia,139.5449205,16.7046233,no,9.041608800180256,0.074624,SN Ia
ZTF24ablnmez,19.981,19.7598,0.402401,2460608.6208449,2460592.6452894,282.80917978,35.1071686,15.24095614306272,-0.0861275,19.9769,19.7306,19.3162,19.981,19.1813,18.9258,19.7413,19.5414,19.2307,-0.0406028,19.7598,18.9241,2.90365,0.0206421,0.0499569,-999.0,-999.0,SN,150122828077759629,4.265,1.32353,-4.05465,0.0,0.0,2.0,9.804,2024xlb,SN Ia,282.809187811,35.1071419586,no,15.975555500015616,0.08,SN Ia
ZTF24abmntgy,20.4488,19.9704,1.0693,2460634.6860069,2460618.8293866,0.7784834384615384,15.922279553846153,-45.38134092052137,-0.107287,20.4366,20.0369,19.4593,20.4488,19.4275,19.0164,19.9637,19.7657,19.3469,-0.0379178,19.9704,18.8844,5.94712,0.0334822,0.0220338,18.3334,17.5562,SN,1237656496724639888,5.827,4.2656,-3.9694,9.354,390.229,2.0,0.0,2024yey,SN Ia,0.77849231111111,15.922300988889,no,15.856620300095528,0.085608,SN Ia
ZTF24abjsdsv,20.3207,19.6977,0.612101,2460622.5941898,2460596.6653935,333.6560005315789,19.325964784210527,-29.99282524080771,-0.00401421,20.3184,20.0862,19.4229,20.3207,19.4123,18.7106,19.6933,19.5642,19.2128,0.00361312,19.7086,18.7932,0.789092,0.0544019,0.0723687,19.4237,18.7248,SN,1237680272036528426,0.466,-0.115,-0.506,0.0,0.0,2.0,0.0,2024wwx,SN Ia,333.656016137,19.3259691514,no,25.92879629973322,0.094,SN Ia
ZTF24abnpqkp,20.3307,19.8468,0.906599,2460634.6831713,2460625.6499306,348.458078505,22.49657,-35.05343862083306,-0.0435232,20.1584,19.7854,19.5407,20.3307,19.7993,19.4003,19.769,19.6142,19.2868,-43.15,19.8468,18.7915,2.31465,0.157527,176.27,21.0869,20.2893,SN,1237679478539420202,2.028,-1.3342,1.5273,0.0,0.0,2.0,0.0,2024ypt,SN Ia,348.4580384,22.4965546,no,9.033240700140595,0.09,SN Ia
ZTF24abnoldv,19.0475,18.5412,0.8228,2460625.8926042,2460604.8913426,119.64329607142858,41.57884852142858,29.660282947025852,-0.138808,18.9412,18.6331,18.4451,19.0475,18.2796,17.7529,18.5079,18.3065,18.0613,-0.0127574,18.5412,17.7583,1.52793,0.0612537,0.0471694,17.8942,17.3817,SN,1237651250943361236,1.471,-1.4688,-0.0746,1.202,182.814,2.0,0.0,2024ykp,SN Ia,119.643292,41.578839,no,21.00126160029322,0.04145,SN Ia
ZTF24abrcymh,19.438,18.6946,1.2827,2460614.9904745,2460592.9538773,103.23257527222223,27.366030344444443,12.40088111958026,-0.0577285,19.4182,19.0351,18.3346,19.438,18.4574,17.6906,18.6655,18.3683,17.9155,-0.0489928,18.6946,17.4351,1.50634,0.0270822,0.0340316,17.2469,16.7184,SN,2MASXJ06525577+2721577,2.505,-0.585,-2.436,1.876,166.381,2.0,34.2,2024vsi,SN Ia,103.2327202,27.3662724,yes,22.036597200203687,0.037759,SN Ia
ZTF24abptzoh,19.9074,18.8945,1.24,2460648.6872222,2460623.6787731,32.160887005263156,25.31098887894737,-34.35931532876972,-0.0535354,19.8831,19.4954,18.6948,19.9074,18.676,17.9193,18.8204,18.6423,18.2495,-0.0876927,18.8945,17.7682,4.42765,0.0327053,0.0445966,17.6425,16.8005,SN,1237680075546886380,4.186,3.977,1.307,0.0,0.0,2.0,0.0,2024zuv,SN Ia,32.1608597,25.3109946,no,25.008449099957943,0.042749,SN Ia
ZTF24abosmkt,20.7324,19.9325,0.8111,2460646.927963,2460621.9238889,110.87907565882352,59.431519705882344,27.113700049248074,-0.119377,20.6946,20.2459,19.5677,20.7324,19.5925,18.8995,19.9203,19.7539,19.3624,-0.00910793,19.9325,18.8825,0.993628,0.0496385,0.0971375,20.4682,-999.0,SN,179311108794638542,1.027,0.0453,1.026,0.0,0.0,2.0,11.361,2024zue,SN Ia,110.87904463333,59.431523644444,no,25.004074099939317,0.1,SN Ia
ZTF24ablxkvj,20.2309,19.8506,0.84,2460619.808206,2460607.7619792,30.4361533076923,41.01716020769231,-19.931843769146784,-0.0804994,20.1529,19.7806,19.4124,20.2309,19.6983,19.1628,19.8826,19.7971,19.4064,0.0445396,19.9366,18.9216,4.32133,0.118707,0.122309,-999.0,17.5062,SN,02014445+4100564,5.674,-5.37,-2.62,0.0,0.0,2.0,0.0,2024xvm,SN Ia,30.436133,41.0171466,no,12.046226799953727,0.07,SN Ia
ZTF24abquyel,20.3897,19.6118,1.1435,2460651.7134954,2460634.7680208,14.837520471428574,17.74826967857143,-45.0824809274366,-0.144803,20.2704,19.7829,19.1534,20.3897,19.4142,18.6677,19.5693,19.3917,18.9763,-0.0635743,19.6118,18.4416,5.01412,0.144079,0.0785519,-999.0,-999.0,SN,1237679169302429805,7.954,2.0164,7.6942,0.0,0.0,2.0,0.0,2024aalb,SN Ia,14.8374883099,17.7482411516,no,16.94547459995374,0.06,SN Ia
ZTF24aboinfr,18.6883,18.2898,0.398474,2460624.8624306,2460603.8902894,77.31632270833335,63.404274775,13.646508457395615,-0.0783943,18.6047,18.5058,18.6873,18.9318,18.509,18.2012,18.2852,18.2845,18.6969,-0.0460859,19.2972,17.8819,1.80671,0.0747313,0.0112216,18.0607,17.2913,SN,05091612+6324166,1.815,1.3579,1.3313,0.0,0.0,2.0,0.0,2024zar,SN Ia,77.3163381,63.4042476,yes,20.9721412002109,0.04,SN Ia
ZTF24abqpbas,19.2364,18.8573,0.7586,2460650.8315162,2460632.8928009,60.69235291818183,28.214713436363635,-18.1122177265203,-0.072895,19.157,18.7991,18.3198,19.2364,18.7097,17.9437,18.838,18.6375,18.2396,-0.0683644,18.8573,17.7461,7.29915,0.0785893,0.0351989,17.5007,16.6192,SN,WISEPJ040245.63+281254.8,7.559,2.049,-7.276,0.0,0.0,2.0,0.0,2024zux,SN Ia,60.6923586034,28.2147182053,no,17.938715300057083,0.06,SN Ia
ZTF24abljkvr,19.864,19.6967,0.3461,2460679.7163079,2460665.6302431,37.10028456153846,23.55826176153846,-34.16868657948047,0.0423996,19.8869,19.8701,19.8726,19.9486,19.871,19.7845,19.7114,19.6869,19.4167,0.0393133,19.8975,19.0858,4.55096,0.112904,0.0607931,19.3057,18.311,SN,1237670458576076864,4.143,-1.7989,-3.7326,0.0,0.0,2.0,0.0,2024xed,SN Ia,37.1003165868,23.5582496613,no,14.086064799688756,0.0339,SN Ia
ZTF24absfubu,18.5751,18.5979,-0.0228004,2460640.6095833,2460626.5900926,325.23891961818185,-22.10323440909091,-46.666704444140485,-0.0245177,18.5545,18.5405,18.6132,18.6858,18.5691,18.4032,18.5613,18.5432,18.6325,-0.0461488,18.7186,18.406,4.72266,0.0467714,0.0485,17.8813,17.2001,SN,21405711-2206153,4.751,-3.8279,-3.1817,0.0,0.0,2.0,0.0,2024aarg,SN Ia,325.2389057,-22.1031741,no,14.0194907002151,0.07,SN Ia
ZTF24aboiwjo,20.0614,20.1308,0.207899,2460636.9392245,2460625.8453241,94.080476,-18.4069575125,-15.834947449851446,-0.0578579,20.053,19.8911,19.7123,20.0614,19.8288,19.5962,20.1299,20.0361,19.7361,-0.0115881,20.1308,19.3795,0.614236,0.0482519,0.0216984,21.0896,-999.0,SN,85910940804761600,0.966,-0.964152,-0.055111,0.0,0.0,2.0,5.941,2024zjt,SN Ia,94.0804856772,-18.4069897461,no,11.093900400213895,0.1,SN Ia
ZTF24abddplf,20.2349,19.1757,1.2264,2460575.6454977,2460548.6579282,248.5834448130435,25.053252426086953,40.327604124828106,-0.109671,20.1498,19.8489,20.0316,20.6176,19.737,19.2563,19.1413,19.0448,19.4699,20.9005,20.1189,18.6987,0.931254,0.107637,16.9105,21.8732,21.3833,SN,2MASXJ16341899+2502499,25.288,-21.8426,-14.1025,28.91,264.508,2.0,0.0,2024tuu,SN Ia,248.583412565,25.0532405011,no,26.987569500226527,0.051,SN Ia
ZTF24abcwqil,20.5242,19.9409,1.3152,2460607.9240741,2460607.9240741,82.72655618000002,8.97574998,-13.381928848585543,-0.0400776,20.5025,20.427,20.3853,20.5242,20.4441,20.364,19.9409,19.9144,19.6146,-0.026879,19.9409,19.0488,9.6978,0.0858371,0.00857637,-999.0,-999.0,SN,05305474+0858197,14.074,-13.011,5.365,0.0,0.0,2.0,0.0,2024tdb,SN Ia,82.7265981636,8.97570645561,yes,0.0,0.04,SN Ia
ZTF24abkauuv,20.1001,19.612,0.931,2460614.8665278,2460593.6999537,352.97361005,28.9922276625,-30.732492927435697,-0.0560393,20.0751,19.7204,19.1624,20.1001,19.2038,18.7044,19.5733,19.3336,18.9509,-0.0680323,19.612,18.5546,3.53999,0.0554434,0.0540836,20.5789,-999.0,SN,1237666184033730856,7.597,4.57,-6.068,0.0,0.0,2.0,0.0,2024wxu,SN Ia,352.973595526,28.9922058956,no,21.16657410003245,0.065,SN Ia
ZTF24abfwmpi,20.2315,20.0433,0.4832,2460596.7166319,2460580.6384028,330.1882833571429,23.056863207142857,-25.05650526829811,-0.0910172,20.1564,19.9268,19.4723,20.2315,19.8272,19.0327,20.0408,19.8676,19.4513,0.0113574,20.066,18.9098,1.19032,0.161832,0.117215,20.8241,20.7707,SN,1237680306395284180,5.213,-3.79053,3.57883,0.0,0.0,2.0,0.0,2024uzy,SN Ia,330.188276542,23.0568534023,no,16.07822909997776,0.0868,SN Ia
ZTF24abineem,20.2832,19.5049,0.278801,2460593.9615509,2460571.9783796,69.82326202142858,-5.683393328571428,-31.868101375725153,-0.0992701,20.2318,19.8553,19.6778,20.2832,19.4617,18.9445,19.5047,19.4859,19.4755,-0.000237984,19.5049,19.0649,6.30699,0.0463359,0.0623463,19.9344,19.7889,SN,1237676304557080712,6.278,-2.47026,-5.83476,0.0,0.0,2.0,8.545,2024vwd,SN Ia,69.8232743988,-5.68339456636,no,21.983171299565583,0.076,SN Ia
ZTF20acvrkrm,18.4465,18.2615,-0.0101986,2460592.8920023,2460576.8615278,39.58484517142857,4.723184528571428,-48.9962690602561,-0.0483326,18.4208,18.4546,18.9281,19.5102,18.8364,18.2513,18.2626,18.4064,18.7227,0.0565214,18.9943,18.2615,0.88477,0.0238289,0.00914292,-999.0,-999.0,SN,1237678662515032132,1.076,-1.094,0.317,0.0,0.0,2.0,0.0,2024wuj,SN Ia,39.5849524641,4.7231695793,no,16.03047449979931,0.0747,SN Ia
ZTF24abriexo,21.4016,20.5956,0.7575,2460708.9668403,2460684.8977894,150.061280668,10.452197468,46.461878232185576,-2.20212,21.0679,21.0617,21.0602,21.4016,21.1847,21.0236,20.74,20.6678,20.3746,2.3897,20.8489,19.9861,0.323012,5.60854,5.71577,21.2257,21.0088,SN,SDSSJ100014.68+102707.5,0.333,-0.10781,-0.31515,0.0,0.0,2.0,6.818,2024aask,SN Ia,150.06125,10.4522,no,24.06905089970678,0.139,SN Ia
ZTF24absvysl,18.6374,18.5801,0.326,2460639.609838,2460632.5929167,310.8509251444445,6.767597877777778,-21.16543680652014,-0.0680325,18.5959,18.6979,19.0426,19.3479,18.7331,18.4323,18.5684,18.4919,18.3276,-0.0154335,18.5801,18.1803,2.94899,0.039172,0.061773,21.2303,21.0885,SN,116123108504160820,2.919,-2.2763,-1.8276,0.0,0.0,2.0,11.799,2024ablu,SN Ia,310.850917,6.767611,no,7.016921299975365,0.05,SN Ia
ZTF24abryzhm,18.9907,18.5565,0.3309,2460651.5988889,2460625.6786111,290.807635647619,57.72919423333334,18.653417657008028,-0.0256379,18.9675,18.706,18.5597,18.9907,18.3688,18.0272,18.5242,18.3638,18.3912,-0.0430516,18.5722,18.033,3.19422,0.0560801,0.0300616,18.9324,18.8378,SN,19231343+5743441,3.134,-0.9544,-2.9856,0.0,0.0,2.0,0.0,2024aawi,SN Ia,290.807596575,57.7292055125,no,25.920277799945325,0.056,SN Ia
ZTF24abtqrea,20.2405,20.2093,1.1735,2460679.7072106,2460677.708588,29.012192128571428,-2.443108371428571,-60.86970316045088,-0.0431291,20.2088,20.1734,20.1602,20.2405,20.1974,20.1543,20.2084,20.0896,19.6501,-0.0276291,20.2093,19.067,6.7094,0.142752,0.0232039,19.3245,18.7628,SN,GALEXASCJ015603.30-022631.4,6.667,4.224,5.159,0.0,0.0,2.0,19.417,2024acde,SN Ia,29.012171,-2.443125,no,1.998622599989176,0.05,SN Ia
ZTF24abremls,19.8485,19.773,-0.0981998,2460625.671412,2460618.5940394,323.95803674999996,19.328906675,-23.64925615655184,-0.0541507,19.8108,19.7714,19.7657,19.8485,19.7597,19.6748,19.8061,20.041,20.2215,0.0665965,20.3253,19.773,0.919281,0.113448,0.0624491,21.9124,21.1936,SN,1237666429362635969,0.885,-0.86117,0.20381,0.0,0.0,2.0,5.674,2024aaqu,SN Ia,323.9581233,19.3288414,no,7.077372599858791,0.13,SN Ia
ZTF24absvzdo,20.1134,19.2938,0.819599,2460674.6000694,2460645.5945139,320.28230494375,35.52530001875,-10.090970669203845,-0.0599695,20.1066,19.7996,19.1126,20.1134,19.1473,18.4181,19.2797,19.1108,18.7813,-0.0485501,19.2938,18.4245,0.626926,0.0348838,0.0413923,20.0087,18.9691,SN,21210778+3531306,0.575,-0.515,0.256,0.0,0.0,2.0,0.0,2024abqi,SN Ia,320.28232595556,35.525299166667,yes,29.005555499810725,0.08,SN Ia
ZTF24abubdtr,18.549,17.9082,-0.0569992,2460640.6076968,2460640.6076968,332.65780035,-14.579209266666666,-50.59194189873152,-0.0503779,18.5484,18.4935,18.5205,18.6592,18.3505,17.8434,17.9112,18.0907,18.4339,0.0194936,18.7162,17.9082,4.4155,0.0120154,0.0106646,17.8895,17.1322,SN,22103769-1434416,4.263,3.3944,-2.5796,0.0,0.0,2.0,0.0,2024acen,SN Ia,332.657792,-14.579239,no,0.0,0.053797,SN Ia
ZTF24abtpmhk,19.984,18.9759,0.8722,2460674.5961574,2460649.6733681,341.86757159,-6.01195383,-53.75490519335947,-0.100693,19.9739,19.6366,18.9899,19.984,19.0153,18.358,19.0062,18.9667,18.6636,0.0460934,19.1118,18.2716,4.68881,0.0262099,0.0637859,18.9551,18.6535,SN,1237680243589972131,4.568,-4.565,-1.139,0.0,0.0,2.0,0.0,2024abvv,SN Ia,341.867625,-6.011969,no,24.922789299860597,0.068,SN Ia
ZTF24abuqxjx,19.393,19.0692,0.163,2460664.6125463,2460640.6698032,347.1294454090909,-18.288137445454545,-64.73392521099107,-0.0801766,19.3211,19.1261,19.305,19.8503,19.06,18.5983,19.0188,18.8269,18.8689,-0.0897089,19.0692,18.4551,5.72518,0.123518,0.0447359,18.7437,18.1051,SN,23083116-1817223,5.473,-5.2517,1.5409,0.0,0.0,2.0,0.0,2024acfx,SN Ia,347.12942234454,-18.288163249781,no,23.942743100225925,0.082,SN Ia
ZTF24abwsujt,18.9585,19.5179,0.1388,2460651.0205903,2460651.0205903,156.95497538333333,-26.75186005,26.00662167801375,-0.0651278,18.9106,18.8578,18.8383,18.9585,18.894,18.8295,19.4154,19.232,18.935,-0.166763,19.5179,18.6907,6.66875,0.0763826,0.246189,18.4381,17.5279,SN,10274956-2645116,6.716,-4.8211,5.1544,0.0,0.0,2.0,0.0,2024admq,SN Ia,156.9549549,-26.7518655,no,0.0,0.081,SN Ia
ZTF24abtrbqi,20.1314,19.6999,1.343,2460652.7418056,2460637.7830671,100.83942334615382,63.64938049999999,23.24601622931641,-0.252673,19.8928,19.5598,19.5872,20.1314,19.5343,19.1366,19.6962,19.4712,19.3076,-0.081568,19.6999,18.4853,5.58223,0.162859,0.0187791,17.0839,16.3356,SN,06432222+6338550,5.548,-2.5682,5.1079,0.0,0.0,2.0,0.0,2024abwg,SN Ia-91bg-like,100.8394546,63.6493989,no,14.958738499786705,0.05,SN Ia
ZTF24ablkqwu,20.6546,19.355,1.29961,2460616.8964236,2460591.9173843,68.78859888235294,-24.607336570588235,-40.02916643124163,-0.156601,20.605,20.0396,19.2917,20.6546,19.3083,18.6414,19.3497,19.2337,19.0082,-0.00951091,19.355,18.7705,0.922055,0.0524146,0.035042,19.4681,19.1445,SN,78470687888531607,0.88,0.0667,0.87793,0.0,0.0,2.0,9.198,2024xel,SN Ia,68.7886318745,-24.6073379427,no,24.97903930023313,0.0751,SN Ia
ZTF24abfzzhc,20.3406,19.7701,0.100599,2460575.7756829,2460575.7458218,354.41576617,5.9548117099999995,-52.4115364542966,-0.114869,20.3318,19.929,19.2668,20.3406,19.1386,18.733,19.7556,19.5639,19.3565,-0.069655,19.7701,18.6522,1.60629,0.0332782,0.03109,19.8259,19.2445,SN,1237678663032176828,1.316,1.314,-0.064,0.0,0.0,2.0,0.0,2024vey,SN Ia,354.415787122,5.95479265531,no,0.0298611000180244,0.08,SN Ia
